Title,Review,Cons_rating,Cloth_class,Materials,Construction,Color,Finishing,Durability
,"I ordered these in white and sized down from my normal 28 to 27 based on reviews and they are too small. i've seen with other pants/shorts that sizing can be off with different colors, so i'm guessing it's the same case here. i'll try ordering again in my usual 28 and hope that they will be a good fit. otherwise, nice shorts for the price.",4,Shorts,,,,,
Do not buy it!!!,"This pants the worst short that i ever had!!
i bought ;this short last week and i laundry it yesterday and it came out lost color!!
i was really shock definetly will return it to store.
fyi, i never use chrolox or bleach when i laundry.",1,Shorts,0,0,1,0,1
,"Great shorts. i've been buying these for the past few years. each year, i add to my collection with new colors. i have 8 pairs now! perfect length and can be rolled if needed to show some more leg.",5,Shorts,,,,,
I love these shorts!,"So glad i gave these a try last summer in the peachy pink color. this year, i got the darker grey. color is great- goes with so much-and they are so soft and comfortable. ",5,Shorts,0,0,1,1,0
"Comfy, summery",I bought these in a few different colors because they are so comfortable and perfect for summer. ,5,Shorts,0,0,1,1,0
Wow,"I absolutely love these shorts! i wear a 28 in all pilcro and these are no exception. i would not have grabbed these to try on, but the person who put my clothes in a fitting room added them for me. first, they are definitely short when rolled twice, and i do not have skinny legs. in fact, i never wear anything that exposes my thighs because i really dislike them. for some reason, these shorts make my legs look great! i thought for sure it was the mirrors at retailer, but i still like them at home",5,Shorts,,,,,
Very soft and pretty,"I am 5'1'' and most normal size retailer tops are too big on the armpits and neckline for me.
i don't usually go for peplum, but i was drawn to this top bc it was very soft. when i tried it on, everything fit just perfect and length was also right for me. i like slight stretch of this fabric which hugs body nicely. i would say you should get a size that fits nicely on chest area.",5,Knits,,,,,
Something about these shorts!,I really like the hyphen pilcro chino pants so i figured i would try the shorts and voila' - i love the shorts too! colors are great and you don't have to cuff them if they seem too short - they're versatile and who doesn't love options?????,5,Shorts,,,,,
Fun and unique,"I have been eyeing this top online and initially thought it was very fitted and structured as it appears on the model. upon trying it on at the store, i agree with other reviewers it is a tad boxy. i ended up sizing down to a small and it fits nicely. (5' 8"", 145, usually i take a medium or 6/8 in retailer tops). i can see where this might not work for everyone, but i found it to be a fun take on a classic ""tweedy"" look. i plan to add a pop of color with jewelry or even pair it with the pin",4,Knits,,,,,
Most beautivul fabric ever!,"This dress is lovely and the fabric is sensational.

the slits on the two sides of center front are really cool too.

i am 5'7 and it was way too long and i would not have it hemmed at it would remove the gorgeous
lotus pattern near the base of the skirt. i only wear flats at 70 but hope this fabric appears somewhere else
sometime. it is truly a gorgeous dress for a taller person.",5,Dresses,,,,,
Great fitting for women with curves,I have had a hard time finding shorts as i have a smaller waist and bigger thighs. i am 5 ft 4 and weigh 125 lbs and i wear a size 25/26 in jeans i bought a size 26 in these and they fit great. i wouldn't size down if you have thighs as i like some room in mine.,5,Shorts,,,,,
,"I want to love this shirt but it isn't happening. the proportions shown on the model are not how this shirt ends up fitting. the fabric is super soft and the pattern is great, if the fit works for you.",3,Knits,,,,,
Love pilcro!,"First let me say that i've recently fallen in love with the pilcro brand. i love the pilcro hyphen chinos and needed some new shorts for the summer. i have extremely muscular legs and have a hard time finding shorts that look good. i was hesitant to try these on because they said the inseam is 4"" but one other reviewer pointed out that they are a good mid-length if you unroll them, so i just went to try them on at the store, and what do you know? they are exactly that! unrolled, they come about",5,Shorts,,,,,
Super gorgeous!,"The quality of this top is quite high. it feels like silk. the print is lovely, showy without being too over the top. i love it and would highly recommend it.",5,Blouses,,,,,
A favorite this season,This top is totally adorable. it's one of my favorite retailer tops this season. i wear it with jeans or even red skinny pants and i get tons of compliments on it. it fits true to size and the material is washable and durable.,5,Knits,,,,,
Perfect for party,"I was looking for a lightweight top to wear with black linen trousers to a party, i was not sure of this top seeing it on a slender model (i am a more typical 50 year old mom body) and i have never worn a peplum style. i put it on for my husband and approved, so i wore it. i received many compliments - a few from good friends who congratulated me for going out of my 'comfort zone' with the style!",4,Knits,,,,,
Love and disappointment!,"These are my all time comfiest shorts and i am obsessed with the lavender color. sadly, using free and clear detergent on a cold, delicate cycle made the color turn splotchy, and they are unwearable. this happened once and i exchanged for another pair, but i'll be returning this pair. i'll be sad to see my favorite color go, but there is obviously a defect in the dye used. maybe i'll try another color!",2,Shorts,0,0,1,1,1
Great shorts!!!!,"I purchased two pair (navy and sky) for a trip to the caribbean and i'm so glad i tried them on in the store! these are the nicest fitting and most comfortable shorts i own by far. would highly recommend, well made too.",5,Shorts,,,,,
Pretty,"Falls nicely. pretty peachy pink color. darker than pictured. bought sz l, 5'8"" 175lbs, am busty. very nice fabric, prone to wrinkles.",4,Blouses,,,,,
Go to shorts!,These are great wear- anywhere shorts. they are not too long and not too short. they are very soft and comfy. i ordered a size 6 and after wearing them a couple of hours i found that i should have gone with a size smaller perhaps. i will still keep the 6's for wearing around the house .,5,Shorts,,,,,
